source,status,disposition,destination,rights,html,screenshot,sha256,reason
"/articles/tag/%23UXResearch","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23UXResearch.html","—","5727755f07b633d32033c8097ff4fa02712f1cab6449137b7822470ddfb6243c","Generated taxonomy has no unique governed destination."
"/articles/tag/player+experience+design","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-player-experience-design.html","—","604f4290237071f85950e7b3fec299f7817d24ac3037816a3c77aa65ee3f4e13","Generated taxonomy has no unique governed destination."
"/articles/tag/%23UXOptimization","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23UXOptimization.html","—","58b72f4265f6cd7d06eefb50408150c9e5f3a192311c6c50ab5da5e36f7396a5","Generated taxonomy has no unique governed destination."
"/articles/tag/Automation","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-Automation.html","—","5fe7f2101b628c8458aa748971700df4b0f1791173752cdfd00527d39018de24","Generated taxonomy has no unique governed destination."
"/articles/tag/Transmedia","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-Transmedia.html","—","c8f86ecfa8c0ac468a3f5e5f1d674416bc25c4f48b32b136b13a32502840b3fa","Generated taxonomy has no unique governed destination."
"/articles/tag/Generative+AI","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-Generative-AI.html","—","bb7320d05b05fddf000901061a70aa49c8e9b7ce7dff712413df66e0bf1b291d","Generated taxonomy has no unique governed destination."
"/articles/tag/%23UserBehaviorAnalysis","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23UserBehaviorAnalysis.html","—","c04641e17e9bcb357de1c72caf2ba16839ac21fd031f0b8a2bfda525dd906340","Generated taxonomy has no unique governed destination."
"/articles/tag/%23FutureOfGaming","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23FutureOfGaming.html","—","3ceee5cf140036d796871defa08a13fbc7e34d3f80ba8aa22fa8694a78393a23","Generated taxonomy has no unique governed destination."
"/articles/tag/%23DigitalProducts","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23DigitalProducts.html","—","dc1bf24a4767dd5658e06263f2fd414d1c508620540a97aeed10222fa17b0823","Generated taxonomy has no unique governed destination."
"/articles/tag/Human+Agency","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-Human-Agency.html","—","a6717802b5475398f54c29755c38ebf2d0de6bf31814b59e479b6ba1d270ddf7","Generated taxonomy has no unique governed destination."
"/articles/tag/Artificial+Intelligence","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-Artificial-Intelligence.html","—","2d4578bc9b5ca8acdbedbe45ce048bff3914f1f62db9b1eea6e8938f3d7c4ca5","Generated taxonomy has no unique governed destination."
"/articles/tag/UI+UX+game+design","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-UI-UX-game-design.html","—","5d59e3b29b791189d42d48e22d2924f995f0b6941ec3d8ac32c854d2862fda1c","Generated taxonomy has no unique governed destination."
"/articles/tag/Cognitive+Design","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-Cognitive-Design.html","—","c6c4371e3f1854730d7f855fbec7c8a2e543c2da865543282c27fdd3d75f1ac3","Generated taxonomy has no unique governed destination."
"/articles/tag/Creative+Economy","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-Creative-Economy.html","—","0153193942143e2bae7bc87e31b8e2225ec1cfcec52c94a4edde22c094d8c4a5","Generated taxonomy has no unique governed destination."
"/articles/tag/UI+Feedback","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-UI-Feedback.html","—","6d7f4c7fa308368cca1b6a9eea76c16e0f9292589887a99fb4ae45d43cb2c128","Generated taxonomy has no unique governed destination."
"/articles/tag/%23Figma","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23Figma.html","—","c16a5903cb7d606a203c4acfabc966790825e3e9919fbb253ad65d0c24e895db","Generated taxonomy has no unique governed destination."
"/articles/tag/Worldbuilding","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-Worldbuilding.html","—","6fc7a50aa16ff92d30f088b8c8a7e673c8234022e6c887fce750807abbfbe0d9","Generated taxonomy has no unique governed destination."
"/articles/tag/%23ScalableDesign","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23ScalableDesign.html","—","856d7e1b156d53a2e815e24c760bdeace6d38bf94cce3a56f390df37b5742a16","Generated taxonomy has no unique governed destination."
"/articles/tag/Independent+Studios","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-Independent-Studios.html","—","8563ad6da86fc6c3b46f59c6463e86504c717c60bf4a4ab1c8ea0080d6aa2302","Generated taxonomy has no unique governed destination."
"/articles/tag/%23UXDesign","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23UXDesign.html","—","130845f8a7b45bbba04dea60b76b3b7ed936d651117f0cb1be318bd933f86321","Generated taxonomy has no unique governed destination."
"/articles/tag/%23CloudGaming","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23CloudGaming.html","—","d167d0da6ff59da84153fdac35e43e33622b88187855068f472cd2a4f11da1a9","Generated taxonomy has no unique governed destination."
"/articles/tag/%23TechInnovation","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23TechInnovation.html","—","cfef98bd524cc876529d0673bfa9cef1791d3dc7cd9987ad61117db17f4ca00a","Generated taxonomy has no unique governed destination."
"/articles/tag/%23GameDev","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23GameDev.html","—","40efcba608e8e5bc47ca1aa80b3fd6ac7cf9cc9dc8562876ddb25328b3267592","Generated taxonomy has no unique governed destination."
"/articles/tag/human+computer+interaction","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-human-computer-interaction.html","—","170334130c926e377a5514732c450374af265d5289b5b222f5a45e409ca43b04","Generated taxonomy has no unique governed destination."
"/articles/tag/%23UXBestPractices","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23UXBestPractices.html","—","04eef112d440fcffdb86de0ddafe7cd8f530a97b8ce94a795b57747922ad33a7","Generated taxonomy has no unique governed destination."
"/articles/tag/%23UGC","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-23UGC.html","—","d0888264c54d61efe7a312d37d7caf70b3ea423da9ebef2dd7ad1f2a2c130c18","Generated taxonomy has no unique governed destination."
"/articles/tag/Game+UX","200","Retire/Redirect","/professional/articles","owned or public-source preservation","html/articles-tag-Game-UX.html","—","f1614f824d7caecc55ac4de86041f4e7b824242f1d38cfedf781cdb6c8d643a2","Generated taxonomy has no unique governed destination."
"/lifa-progress-reports","200","Merge/Redirect","/products/lifa","owned or public-source preservation","html/lifa-progress-reports.html","screenshots/lifa-progress-reports.png","a96beb2ad43f69bfdbb0d6ec98d0b69c691074fee1c2a13941cdf4d620a0a450","Legacy Lifa content and demo discovery merge into the canonical product context; the progress post is also retained as a Professional article."
"/lifa-progress-reports/shaping-the-universe-zyw6x","200","Merge/Redirect","/products/lifa","owned or public-source preservation","html/lifa-progress-reports-shaping-the-universe-zyw6x.html","screenshots/lifa-progress-reports-shaping-the-universe-zyw6x.png","7d1c99bed65fb6ae1976ea54538ee3ca246b7e2410b2a559e48477598fda3e38","Legacy Lifa content and demo discovery merge into the canonical product context; the progress post is also retained as a Professional article."
"/home","200","Rewrite/Merge","/","owned or public-source preservation","html/home.html","screenshots/home.png","232ecdb600a2cebe43626d0e0b96391ed5360ae6012d34e818f8d98c5145814f","My Home replaces the legacy marketing home; company positioning is merged into Professional."
"/aboutcrypticdesign","200","Rewrite/Merge","/professional","owned or public-source preservation","html/aboutcrypticdesign.html","screenshots/aboutcrypticdesign.png","012a252e09cad4b16a758d70d7f2d9df54cbe2ed81a0709966ebcd4dcabddf99","Current company and services content is implemented in Professional."
"/products","200","Merge/Redirect","/products","owned or public-source preservation","html/products.html","screenshots/products.png","96279366a5cbe0f21eaa5b19bf7931f67fa6ee895259f42aff26080799794173","Canonical contextual product index."
"/contact","200","Retire/Redirect","/professional/inquiry","owned or public-source preservation","html/contact.html","screenshots/contact.png","3bb7f10b929ef60205b0508cd05de7146458af43a9335400feed9715e0efbb57","Current single Professional inquiry route."
"/crypticcareers","200","Retire/Redirect","/professional/inquiry","owned or public-source preservation","html/crypticcareers.html","screenshots/crypticcareers.png","def0b3fc0d793f4d3bac9343cf4e1984542d3a14c680b6558882fad7aa1073e8","Current single Professional inquiry route."
"/lifa","200","Merge/Redirect","/products/lifa","owned or public-source preservation","html/lifa.html","screenshots/lifa.png","1488aebea58f7e6ac4e4fc4476e5babc032f622031f4c61c900e60c88cb2816d","Legacy Lifa content and demo discovery merge into the canonical product context; the progress post is also retained as a Professional article."
"/cryptic-academy","200","Archive/Redirect","/professional/articles","owned or public-source preservation","html/cryptic-academy.html","screenshots/cryptic-academy.png","6ce58202b03eca8f5979d13e8d30247ad690000398e630bf6aa136f400405dcf","Standalone Academy positioning is retired; retained writing lives in Articles."
"/soundwave","200","Archive/Redirect","/products/cryptic-signal","owned or public-source preservation","html/soundwave.html","screenshots/soundwave.png","cf2c4cbe0c30b11b9e599499a04c1cfb8b0e2111a382b888637e165630828a09","Soundwave is retired; source preserved for provenance and public discovery moves to Cryptic Signal."
"/services","200","Rewrite/Merge","/professional","client-approved / owned","html/services.html","screenshots/services.png","18f33b485c92928c543630846467ec3091d91e9a472f9d34da1630a5e784596d","Current company and services content is implemented in Professional."
"/privacy-policy","200","Migrate/Redirect","/privacy","owned or public-source preservation","html/privacy-policy.html","screenshots/privacy-policy.png","c589a91934fdb7f123e05b04ca923f2dfb9f5949ba00da7d170d473b451d0f5b","Policy retained in the current legal route."
"/singularis","200","Merge/Redirect","/products/singularis","owned or public-source preservation","html/singularis.html","screenshots/singularis.png","0d762bc5ea49af3e7aa604d53f3e8d76027ac46f49e353dc5e2e3458478c7b9e","Canonical Singularis product destination."
"/lifa-demo","200","Merge/Redirect","/products/lifa","owned or public-source preservation","html/lifa-demo.html","screenshots/lifa-demo.png","af3afd3f707c6c9bab755112ef29897d1fa55467f5bd535f89db01c99286e1cf","Legacy Lifa content and demo discovery merge into the canonical product context; the progress post is also retained as a Professional article."
"/store","200","Merge/Redirect","/entertainment/store","owned or public-source preservation","html/store.html","screenshots/store.png","b062ba0bbf4d9f08406d3d73c3a164ac1c291230a096e9e7e03687b091ed17bb","Catalog preview retained; checkout and pricing remain deferred."
"/store/cryptic-merchandise","200","Merge/Redirect","/entertainment/store","owned or public-source preservation","html/store-cryptic-merchandise.html","screenshots/store-cryptic-merchandise.png","1ac02d5713ba720e8979f1b4b47788ef51f6f5efb1af9f0747470983f8c9182a","Catalog preview retained; checkout and pricing remain deferred."
"/store/lifa","200","Merge/Redirect","/entertainment/store","owned or public-source preservation","html/store-lifa.html","screenshots/store-lifa.png","3a9dc82297588d5cbd307979bfad1683bfc7441dd481121a6142b86891d57c6c","Catalog preview retained; checkout and pricing remain deferred."
"/store/p/cryptic-design-logo-with-name-bubble-free-stickers","200","Merge/Redirect","/entertainment/store","owned or public-source preservation","html/store-p-cryptic-design-logo-with-name-bubble-free-stickers.html","screenshots/store-p-cryptic-design-logo-with-name-bubble-free-stickers.png","db62a899577fc07788dae236ef16b19e385fc8b7dc062c79df01c4d4041d6400","Catalog preview retained; checkout and pricing remain deferred."
"/store/p/cryptic-design-bubble-free-stickers","200","Merge/Redirect","/entertainment/store","owned or public-source preservation","html/store-p-cryptic-design-bubble-free-stickers.html","screenshots/store-p-cryptic-design-bubble-free-stickers.png","1877b5e9696170738042d62d00fb419eb742d19adc93945da901618c3d50b101","Catalog preview retained; checkout and pricing remain deferred."
"/store/p/short-sleeve-unisex-t-shirt","200","Merge/Redirect","/entertainment/store","owned or public-source preservation","html/store-p-short-sleeve-unisex-t-shirt.html","screenshots/store-p-short-sleeve-unisex-t-shirt.png","61e03e1429206c71a874615dca12e4005876ec7b40f2471f876bae73fd026b9d","Catalog preview retained; checkout and pricing remain deferred."
"/store/p/cryptic-design-distressed-dad-hat","200","Merge/Redirect","/entertainment/store","owned or public-source preservation","html/store-p-cryptic-design-distressed-dad-hat.html","screenshots/store-p-cryptic-design-distressed-dad-hat.png","3a06c53de6f1398ea8000533da205450e54c170dae6f9acabd9efc1c85d0f5e0","Catalog preview retained; checkout and pricing remain deferred."
"/store/p/five-panel-cap","200","Merge/Redirect","/entertainment/store","owned or public-source preservation","html/store-p-five-panel-cap.html","screenshots/store-p-five-panel-cap.png","2fd02decf6fc44f44bc047782074f21db3ff0e0b38f36f9093a66dc034f7d5f0","Catalog preview retained; checkout and pricing remain deferred."
"/store/p/flat-bill-cap","200","Merge/Redirect","/entertainment/store","owned or public-source preservation","html/store-p-flat-bill-cap.html","screenshots/store-p-flat-bill-cap.png","cec3d6a4c3fc0eb5f98c3ffae590913d0e371466df614a387817624c8dd0ab2d","Catalog preview retained; checkout and pricing remain deferred."
"/store/p/lifa-birth-of-a-solar-system-stage-01","200","Merge/Redirect","/entertainment/store","owned or public-source preservation","html/store-p-lifa-birth-of-a-solar-system-stage-01.html","screenshots/store-p-lifa-birth-of-a-solar-system-stage-01.png","ff8efa5eef3bbd9a19babed34e0eb1148f46b2139dd30113d95f17928852769e","Catalog preview retained; checkout and pricing remain deferred."
"/store/p/lifa-supernova-on-canvas","200","Merge/Redirect","/entertainment/store","owned or public-source preservation","html/store-p-lifa-supernova-on-canvas.html","screenshots/store-p-lifa-supernova-on-canvas.png","d1effb97fbac5a1759a5eff10b52f9268ea2df3808a72a983a449c2bee3ea41e","Catalog preview retained; checkout and pricing remain deferred."
"/store/p/lifa-birth-of-a-star-stage-02-on-canvas","200","Merge/Redirect","/entertainment/store","owned or public-source preservation","html/store-p-lifa-birth-of-a-star-stage-02-on-canvas.html","screenshots/store-p-lifa-birth-of-a-star-stage-02-on-canvas.png","84fd297fa27d8005e1e8a14f28ff38b8e3f61033da1c3dcfeded46ba7641b79a","Catalog preview retained; checkout and pricing remain deferred."
"/store/p/lifa-birth-of-a-star-on-canvas","200","Merge/Redirect","/entertainment/store","owned or public-source preservation","html/store-p-lifa-birth-of-a-star-on-canvas.html","screenshots/store-p-lifa-birth-of-a-star-on-canvas.png","5749aba8153f34a481850068aa82a69612a6ad6b48baf1271b95e217daa5a94e","Catalog preview retained; checkout and pricing remain deferred."
"/store/p/cryptic-seer-on-canvas","200","Merge/Redirect","/entertainment/store","owned or public-source preservation","html/store-p-cryptic-seer-on-canvas.html","screenshots/store-p-cryptic-seer-on-canvas.png","464c10a3830205d000c0c23bae6a3bf9106eb729a17a44b8443a81e0b8fbffb0","Catalog preview retained; checkout and pricing remain deferred."
"/portfolio","200","Merge/Redirect","/professional","owned or public-source preservation","html/portfolio.html","screenshots/portfolio.png","461077c9abf39c281fdb61ce055399b2e1da49dc300d5592de6396e11ebcebe7","No competing portfolio hierarchy."
"/portfolio/signal-systems","200","Merge/Redirect","/audio","client-approved / owned","html/portfolio-signal-systems.html","screenshots/portfolio-signal-systems.png","f6f0a800636918bdbaaa05d6195e990f8e392fd30354253ba0b0609c595a2338","CS001 and Cryptic Signal context."
"/portfolio/robert-croft","200","Merge/Redirect","/professional","client-approved / owned","html/portfolio-robert-croft.html","screenshots/portfolio-robert-croft.png","516cd608bc8428e2f6e76fb7cd1cc012088b349784b3543dff34f0169b03643e","Founder experience is framed honestly in Professional."
"/portfolio/humankind","200","Migrate/Redirect","/professional/case-studies","client-approved / owned","html/portfolio-humankind.html","screenshots/portfolio-humankind.png","61ca3d2aef50a91bfe18e44638b9c19256a8c98c60e5d7c0807872b0fc4b9860","Rights-cleared case-study destination."
"/","200","Rewrite/Merge","/","owned or public-source preservation","html/home.html","screenshots/home.png","e2cc1cfc5dfbce2d728a20013fb23098e26c818c1dd1934f3e0edbed8edb1992","My Home replaces the legacy marketing home; company positioning is merged into Professional."
"/cart","200","Merge/Redirect","/entertainment/store","owned or public-source preservation","html/cart.html","screenshots/cart.png","d9154b0a7c445f37f21c80629d94a32e23d231a80f2f95f8992ad2e7107e4e03","Catalog preview retained; checkout and pricing remain deferred."
